0,0,0.6,0.0
0,1,0.6,0
0,2,0.6,0
0,3,0.6,0
0,4,0.6,0
0,5,0.6,0
0,6,0.6,0
0,7,0.6,0
0,8,0.6,0
0,9,0.6,0
0,10,0.6,0
0,11,0.6,0
0,12,0.6,0
0,13,0.6,0
0,14,0.6,0
0,15,0.6,0
0,16,0.6,0
0,17,0.6,0
0,18,0.6,0
0,19,0.6,0
0,20,0.6,0
0,21,0.6,0
0,22,0.6,0
0,23,0.6,0
0,24,0.6,0
0,25,0.6,0
0,26,0.6,0
0,27,0.6,0
0,28,0.6,0
0,29,0.6,0
0,30,0.6,0
0,31,0.6,0
0,32,0.6,0
0,33,0.6,0
0,34,0.6,0
0,35,0.6,0
0,36,0.6,0
0,37,0.6,0
0,38,0.6,0
0,39,0.6,0
0,40,0.6,0
0,41,0.6,0
0,42,0.6,0
0,43,0.6,0
0,44,0.6,0
0,45,0.6,0
0,46,0.6,0
0,47,0.6,0
0,48,0.6,0
0,49,0.6,0
0,50,0.6,0
0,51,0.6,0
0,52,0.6,0.000000000000000000000000000007
0,53,0.6,0.000000000000000000000000005786
0,54,0.6,0.000000000000000000000003283265
0,55,0.6,0.00000000000000000000129975093
0,56,0.6,0.000000000000000000358978404627
0,57,0.6,0.000000000000000069172026005082
0,58,0.6,0.000000000000009299222852199647
0,59,0.6,0.0000000000008722014443099583
0,60,0.6,0.00000000005707434472035578
0,61,0.6,0.0000000026056678411153592
0,62,0.6,0.00000008299485270382637
0,63,0.6,0.0000018443241393275473
0,64,0.6,0.00002859415908557983
0,65,0.6,0.00030929392802392727
0,66,0.6,0.0023340999306260797
0,67,0.6,0.01228913977320151
0,68,0.6,0.04514165823271075
0,69,0.6,0.11568778860219431
0,70,0.6,0.20684809100092183
0,71,0.6,0.258029583458971
0,72,0.6,0.22456469106753968
0,73,0.6,0.1363538576064398
0,74,0.6,0.05776268504803521
0,75,0.6,0.01707187817791635
0,76,0.6,0.003520215247891139
0,77,0.6,0.0005064203196165096
0,78,0.6,0.000050828467150402287
0,79,0.6,0.000003559236848791079
0,80,0.6,0.00000017388445232161335
0,81,0.6,0.00000000592677719438739
0,82,0.6,0.00000000014093875698614856
0,83,0.6,0.000000000002338278622767721
0,84,0.6,0.00000000000002706550084397003
0,85,0.6,0.000000000000000218569653322716
0,86,0.6,0.000000000000000001231452444853
0,87,0.6,0.000000000000000000004840602421
0,88,0.6,0.00000000000000000000001327502
0,89,0.6,0.000000000000000000000000025399
0,90,0.6,0.000000000000000000000000000034
0,91,0.6,0
0,92,0.6,0
0,93,0.6,0
0,94,0.6,0
0,95,0.6,0
0,96,0.6,0.000000000000000000000000000001
0,97,0.6,0.000000000000000000000000000029
0,98,0.6,0.000000000000000000000000000455
0,99,0.6,0.000000000000000000000000004965
0,100,0.6,0.000000000000000000000000037751
0,101,0.6,0.00000000000000000000000020028
0,102,0.6,0.000000000000000000000000741305
0,103,0.6,0.000000000000000000000001914303
0,104,0.6,0.000000000000000000000003448881
0,105,0.6,0.000000000000000000000004335107
0,106,0.6,0.000000000000000000000003801678
0,107,0.6,0.000000000000000000000002325974
0,108,0.6,0.000000000000000000000000992861
0,109,0.6,0.000000000000000000000000295683
0,110,0.6,0.000000000000000000000000061435
0,111,0.6,0.000000000000000000000000008906
0,112,0.6,0.000000000000000000000000000901
0,113,0.6,0.000000000000000000000000000064
